first_player_1,first_player_2,first_player_3,first_player_4,second_player_1,second_player_2,second_player_3,second_player_4,proportion,count
0,0,0,1,3,1,1,2,0.71969102374686941445,221823840
0,0,0,1,3,1,1,3,0.56428913376547076086,892600320
0,0,0,1,3,1,2,0,0.72071307649011071409,16562400
0,0,0,1,3,1,2,1,0.71892752426641940389,238386240
0,0,0,1,3,1,2,2,0.69446424029537874012,1560724320
0,0,0,1,3,1,2,3,0.544319294551309487,6111539840
0,0,0,1,3,1,3,0,0.56433918271921582816,73941280
0,0,0,1,3,1,3,1,0.56291972529001491775,1040482880
0,0,0,1,3,1,3,2,0.54357816625373233348,6631781280
0,0,0,1,3,1,3,3,0.42552850829980144918,25198951040
0,0,0,1,3,2,0,0,0.72229620058302091568,1059360
0,0,0,1,3,2,0,1,0.72051033290506594508,15503040
0,0,0,1,3,2,0,2,0.69602461442154003889,103690080
0,0,0,1,3,2,0,3,0.54563123442717813202,416551360
0,0,0,1,3,2,1,0,0.72037770860312899334,16562400
0,0,0,1,3,2,1,1,0.71859575796916268992,238386240
0,0,0,1,3,2,1,2,0.69416766394834119301,1560724320
0,0,0,1,3,2,1,3,0.54415384315804947847,6111539840
0,0,0,1,3,2,2,0,0.69516985209656445304,119193120
0,0,0,1,3,2,2,1,0.69344305165763028469,1679917440
0,0,0,1,3,2,2,2,0.66980595732767619467,10728034080
0,0,0,1,3,2,2,3,0.5248731930004110236,40854196480
0,0,0,1,3,2,3,0,0.54425482444547166053,520241440
0,0,0,1,3,2,3,1,0.54288228103631324306,7152022720
0,0,0,1,3,2,3,2,0.52419687181908906974,44430207840
0,0,0,1,3,2,3,3,0.41026330370575295167,164325855360
0,0,0,1,3,3,0,0,0.5652561495521597933,4814560
0,0,0,1,3,3,0,1,0.56384529157562988171,69126720
0,0,0,1,3,3,0,2,0.54456505129252814922,451114720
0,0,0,1,3,3,0,3,0.42655846963038408451,1759479040
0,0,0,1,3,3,1,0,0.56374479166214903547,73941280
0,0,0,1,3,3,1,1,0.56233705006604896434,1040482880
0,0,0,1,3,3,1,2,0.54310250395164715521,6631781280
0,0,0,1,3,3,1,3,0.42539581935696139464,25198951040
0,0,0,1,3,3,2,0,0.54393497628103468441,520241440
0,0,0,1,3,3,2,1,0.54257100518222546247,7152022720
0,0,0,1,3,3,2,2,0.52396215411858788306,44430207840
0,0,0,1,3,3,2,3,0.4102601047118700808,164325855360
0,0,0,1,3,3,3,0,0.42562868035404420671,2210593760
0,0,0,1,3,3,3,1,0.4245451419841648739,29620138560
0,0,0,1,3,3,3,2,0.40984297587046079606,179135924640
0,0,0,1,3,3,3,3,0.32051000684197714573,644836170880
0,0,0,2,0,0,0,1,0.96153185247235855554,1680
0,0,0,2,0,0,0,2,0.92893634339591246327,10920
0,0,0,2,0,0,0,3,0.72844304034721598052,43680
0,0,0,2,0,0,1,0,0.96137523740498450885,1920
0,0,0,2,0,0,1,1,0.95900619458587733836,26880
0,0,0,2,0,0,1,2,0.92648663989796970186,174720
0,0,0,2,0,0,1,3,0.72649382489654959051,696240
0,0,0,2,0,0,2,0,0.92799061630995414938,14400
0,0,0,2,0,0,2,1,0.92569445063740936302,201600
0,0,0,2,0,0,2,2,0.89422082514908215679,1306440
0,0,0,2,0,0,2,3,0.70095230995507047424,5162400
0,0,0,2,0,0,3,0,0.72726043722945313739,67200
0,0,0,2,0,0,3,1,0.72543392010973479812,938160
0,0,0,2,0,0,3,2,0.70053195373437388732,6033360
0,0,0,2,0,0,3,3,0.54845561437102806964,23510400
0,0,0,2,0,1,0,0,0.96128866049409890865,1920
0,0,0,2,0,1,0,1,0.95892022185641332159,26880
0,0,0,2,0,1,0,2,0.92640698076043000108,174720
0,0,0,2,0,1,0,3,0.72644102264123132625,696240
0,0,0,2,0,1,1,0,0.95876417601539175376,30720
0,0,0,2,0,1,1,1,0.95640088767524069445,430080
0,0,0,2,0,1,1,2,0.92396342445706210402,2787600
0,0,0,2,0,1,1,3,0.72449674308880405997,11021040
0,0,0,2,0,1,2,0,0.92546560075661812894,230400
0,0,0,2,0,1,2,1,0.92317502189807895112,3217680
0,0,0,2,0,1,2,2,0.89178098761299781284,20712960
0,0,0,2,0,1,2,3,0.69902185236795998952,80856000
0,0,0,2,0,1,3,0,0.72526866774244637807,1072560
0,0,0,2,0,1,3,1,0.72344662384605695496,14881200
0,0,0,2,0,1,3,2,0.69860805368896102197,94664640
0,0,0,2,0,1,3,3,0.54693524367241313633,362969280
0,0,0,2,0,2,0,0,0.92741303445542294586,14400
0,0,0,2,0,2,0,1,0.92512217073721161161,201600
0,0,0,2,0,2,0,2,0.89370137162915163546,1306440
0,0,0,2,0,2,0,3,0.7006386619608988872,5162400
0,0,0,2,0,2,1,0,0.92497296124954957203,230400
0,0,0,2,0,2,1,1,0.92268708818214336233,3217680
0,0,0,2,0,2,1,2,0.89133965660705866639,20712960
0,0,0,2,0,2,1,3,0.69875990192960070568,80856000
0,0,0,2,0,2,2,0,0.89280929824753804039,1724040
0,0,0,2,0,2,2,1,0.8905938373786458416,23930640
0,0,0,2,0,2,2,2,0.86025601021820527482,152353440
0,0,0,2,0,2,2,3,0.67416025058247061033,584881920
0,0,0,2,0,2,3,0,0.69957002980617272732,7976880
0,0,0,2,0,2,3,1,0.69780799918798410879,109545840
0,0,0,2,0,2,3,2,0.67380878382242872972,686450880
0,0,0,2,0,2,3,3,0.52740202576235050677,2580175520
0,0,0,2,0,3,0,0,0.72618530944282539325,67200
0,0,0,2,0,3,0,1,0.7243747188107690339,938160
0,0,0,2,0,3,0,2,0.69962160257763170072,6033360
0,0,0,2,0,3,0,3,0.54805277161101421683,23510400
0,0,0,2,0,3,1,0,0.72426203184834502646,1072560
0,0,0,2,0,3,1,1,0.72245541283124679963,14881200
0,0,0,2,0,3,1,2,0.69776049557446566006,94664640
0,0,0,2,0,3,1,3,0.54657343340030992255,362969280
0,0,0,2,0,3,2,0,0.69897167663226361151,7976880
0,0,0,2,0,3,2,1,0.6972209597597418023,109545840
0,0,0,2,0,3,2,2,0.6733249971292834893,686450880
0,0,0,2,0,3,2,3,0.52725090404453212927,2580175520
0,0,0,2,0,3,3,0,0.54739925513665062609,36515280
0,0,0,2,0,3,3,1,0.54600762020461504546,494149200
0,0,0,2,0,3,3,2,0.52711494004078230059,3037809440
0,0,0,2,0,3,3,3,0.41225795662500226105,11156899040
0,0,0,2,1,0,0,0,0.96124973319789414448,1920
0,0,0,2,1,0,0,1,0.95888165954157838018,26880
0,0,0,2,1,0,0,2,0.92637204399132431188,174720
0,0,0,2,1,0,0,3,0.72642013756736429078,696240
0,0,0,2,1,0,1,0,0.95872554433003018719,30720
0,0,0,2,1,0,1,1,0.95636261959910794431,430080
0,0,0,2,1,0,1,2,0.92392876638855210142,2787600
0,0,0,2,1,0,1,3,0.72447606058602818033,11021040
0,0,0,2,1,0,2,0,0.92542994323237965037,230400
0,0,0,2,1,0,2,1,0.92313971184405500954,3217680
0,0,0,2,1,0,2,2,0.89174911058018845318,20712960
0,0,0,2,1,0,2,3,0.6990031299366429209,80856000
0,0,0,2,1,0,3,0,0.72524523445910453204,1072560
0,0,0,2,1,0,3,1,0.72342345286432940825,14881200
0,0,0,2,1,0,3,2,0.69858742575647125946,94664640
0,0,0,2,1,0,3,3,0.54692397873612512567,362969280
0,0,0,2,1,1,0,0,0.95863927842896456248,30720
0,0,0,2,1,1,0,1,0.95627695630496483375,430080
0,0,0,2,1,1,0,2,0.92384939926412213391,2787600
0,0,0,2,1,1,0,3,0.72442346748383385979,11021040
0,0,0,2,1,1,1,0,0.95612140878815289215,491520
0,0,0,2,1,1,1,1,0.95376422407990768228,6865440
0,0,0,2,1,1,1,2,0.9214122533071036067,44213520
0,0,0,2,1,1,1,3,0.72248431388266720224,172733040
0,0,0,2,1,1,2,0,0.92291163296036687942,3678480
0,0,0,2,1,1,2,1,0.92062697434647000517,51078960
0,0,0,2,1,1,2,2,0.88931576149986164261,325419840
0,0,0,2,1,1,2,3,0.69707783586211684556,1250619840
0,0,0,2,1,1,3,0,0.7232587783732846703,17026320
0,0,0,2,1,1,3,1,0.72144145874161439352,233972880
0,0,0,2,1,1,3,2,0.69666866587278744915,1467566400
0,0,0,2,1,1,3,3,0.54540769443005316587,5523320320
0,0,0,2,1,2,0,0,0.92485479283959807426,230400
0,0,0,2,1,2,0,1,0.9225698491633431989,3217680
0,0,0,2,1,2,0,2,0.8912319209560220289,20712960
0,0,0,2,1,2,0,3,0.69869105270739244439,80856000
0,0,0,2,1,2,1,0,0.92242111870937245983,3678480
0,0,0,2,1,2,1,1,0.92014115319860508207,51078960
0,0,0,2,1,2,1,2,0.88887640692975947075,325419840
0,0,0,2,1,2,1,3,0.69681725041839099719,1250619840
0,0,0,2,1,2,2,0,0.89034330715541919257,27378720
0,0,0,2,1,2,2,1,0.88813357618242203866,376498800
0,0,0,2,1,2,2,2,0.85787584835576176403,2364059520
0,0,0,2,1,2,2,3,0.67228372511261566063,8910290400
0,0,0,2,1,2,3,0,0.69762969182383911742,125499600
0,0,0,2,1,2,3,1,0.69587223304010017601,1701539280
0,0,0,2,1,2,3,2,0.67193662447552859673,10486330080
0,0,0,2,1,2,3,3,0.52592775801926837029,38631048160
0,0,0,2,1,3,0,0,0.72417624047198543684,1072560
0,0,0,2,1,3,0,1,0.72237034078318222983,14881200
0,0,0,2,1,3,0,2,0.69768270235840167845,94664640
0,0,0,2,1,3,0,3,0.54652482364982638305,362969280
0,0,0,2,1,3,1,0,0.72225802304408694007,17026320
0,0,0,2,1,3,1,1,0.72045608502314042127,233972880
0,0,0,2,1,3,1,2,0.69582649806779163246,1467566400
0,0,0,2,1,3,1,3,0.54504940264701700779,5523320320
0,0,0,2,1,3,2,0,0.6970353988155653056,125499600
0,0,0,2,1,3,2,1,0.69528922164636424616,1701539280
0,0,0,2,1,3,2,2,0.6714565378200224051,10486330080
0,0,0,2,1,3,2,3,0.52577899455952749948,38631048160
0,0,0,2,1,3,3,0,0.54587661423529763485,567179760
0,0,0,2,1,3,3,1,0.54448859981206228794,7558066480
0,0,0,2,1,3,3,2,0.52564614303857631131,45621934880
0,0,0,2,1,3,3,3,0.41110226861121947045,164158201120
0,0,0,2,2,0,0,0,0.92715418007151726405,14400
0,0,0,2,2,0,0,1,0.92486657125722912768,201600
0,0,0,2,2,0,0,2,0.89347680683355796631,1306440
0,0,0,2,2,0,0,3,0.7005246043812192919,5162400
0,0,0,2,2,0,1,0,0.92471664681103843837,230400
0,0,0,2,2,0,1,1,0.92243401589431723302,3217680
0,0,0,2,2,0,1,2,0.8911174765934400464,20712960
0,0,0,2,2,0,1,3,0.69864755064367706277,80856000
0,0,0,2,2,0,2,0,0.89257739396017240739,1724040
0,0,0,2,2,0,2,1,0.89036502663140203658,23930640
0,0,0,2,2,0,2,2,0.8600564970876550188,152353440
0,0,0,2,2,0,2,3,0.67406346032805752694,584881920
0,0,0,2,2,0,3,0,0.69943049440832521657,7976880
0,0,0,2,2,0,3,1,0.69767078523588335303,109545840
0,0,0,2,2,0,3,2,0.67369305054455078751,686450880
0,0,0,2,2,0,3,3,0.5273576379610455743,2580175520
0,0,0,2,2,1,0,0,0.92463410929763284449,230400
0,0,0,2,2,1,0,1,0.92235206030672764957,3217680
0,0,0,2,2,1,0,2,0.89104159184069982791,20712960
0,0,0,2,2,1,0,3,0.69859740235241599487,80856000
0,0,0,2,2,1,1,0,0.92220268356758150748,3678480
0,0,0,2,2,1,1,1,0.91992560134415252999,51078960
0,0,0,2,2,1,1,2,0.88868818775059912218,325419840
0,0,0,2,2,1,1,3,0.69672510665302781129,1250619840
0,0,0,2,2,1,2,0,0.89014635207104648944,27378720
0,0,0,2,2,1,2,1,0.88793937171339229845,376498800
0,0,0,2,2,1,2,2,0.85770755662688505609,2364059520
0,0,0,2,2,1,2,3,0.67220521272964029706,8910290400
0,0,0,2,2,1,3,0,0.69751308576880687026,125499600
0,0,0,2,2,1,3,1,0.69575768959359658709,1701539280
0,0,0,2,2,1,3,2,0.67184105492482808666,10486330080
0,0,0,2,2,1,3,3,0.52589432639205596675,38631048160
0,0,0,2,2,2,0,0,0.89203015913370110772,1724040
0,0,0,2,2,2,0,1,0.88982289404341793923,23930640
0,0,0,2,2,2,0,2,0.85956508517905185656,152353440
0,0,0,2,2,2,0,3,0.67376870938073809782,584881920
0,0,0,2,2,2,1,0,0.88968008613863845961,27378720
0,0,0,2,2,2,1,1,0.88747763382439728042,376498800
0,0,0,2,2,2,1,2,0.85729055522840429767,2364059520
0,0,0,2,2,2,1,3,0.67195955134103666834,8910290400
0,0,0,2,2,2,2,0,0.85871707189715226213,201938760
0,0,0,2,2,2,2,1,0.85658250580694019978,2740558320
0,0,0,2,2,2,2,2,0.82736841151721033972,16911524880
0,0,0,2,2,2,2,3,0.64828268455317364896,62401717440
0,0,0,2,2,2,3,0,0.67278304729918608003,913519440
0,0,0,2,2,2,3,1,0.6710855005314562672,12187869360
0,0,0,2,2,2,3,2,0.64797756252094329541,73676067360
0,0,0,2,2,2,3,3,0.50710130208786907188,265552825760
0,0,0,2,2,3,0,0,0.69842715078088064233,7976880
0,0,0,2,2,3,0,1,0.69668275021514054063,109545840
0,0,0,2,2,3,0,2,0.6728476481020312486,686450880
0,0,0,2,2,3,0,3,0.52699499798596811474,2580175520
0,0,0,2,2,3,1,0,0.69657496937621056237,125499600
0,0,0,2,2,3,1,1,0.69483439874270716307,1701539280
0,0,0,2,2,3,1,2,0.67105540057739217918,10486330080
0,0,0,2,2,3,1,3,0.52557059279366069987,38631048160
0,0,0,2,2,3,2,0,0.67223079369749042924,913519440
0,0,0,2,2,3,2,1,0.67054411716972464612,12187869360
0,0,0,2,2,3,2,2,0.64753504294768819764,73676067360
0,0,0,2,2,3,2,3,0.50697456119332742633,265552825760
0,0,0,2,2,3,3,0,0.52640047118818362766,4062623120
0,0,0,2,2,3,3,1,0.52505985916412647817,53180001360
0,0,0,2,2,3,3,2,0.50687022116985743428,314670204000
0,0,0,2,2,3,3,3,0.39636063313990978887,1108425940320
0,0,0,2,3,0,0,0,0.72569530653398920604,67200
0,0,0,2,3,0,0,1,0.72389476676927592186,938160
0,0,0,2,3,0,0,2,0.69923273461431746105,6033360
0,0,0,2,3,0,0,3,0.54795235662192349012,23510400
0,0,0,2,3,0,1,0,0.72377949108462904638,1072560
0,0,0,2,3,0,1,1,0.72198288147523304121,14881200
0,0,0,2,3,0,1,2,0.69737859421454387953,94664640
0,0,0,2,3,0,1,3,0.54647789764270056519,362969280
0,0,0,2,3,0,2,0,0.69855669146206581384,7976880
0,0,0,2,3,0,2,1,0.69681550702291489331,109545840
0,0,0,2,3,0,2,2,0.67300519594798493755,686450880
0,0,0,2,3,0,2,3,0.52719637534421814149,2580175520
0,0,0,2,3,0,3,0,0.54721014418634359577,36515280
0,0,0,2,3,0,3,1,0.54582561110461303641,494149200
