first_player_1,first_player_2,first_player_3,second_player_1,second_player_2,second_player_3,proportion,count,mutual_proportion
1,1,2,0,2,2,0.756933,13092750000,1.7418116541254628e-05
1,1,2,1,0,0,0.903857,4500000,5.986635690412314e-09
1,1,2,1,0,1,0.900594,103500000,1.3769262087948322e-07
1,1,2,1,0,2,0.825522,1138500000,1.5146188296743154e-06
1,1,2,1,1,0,0.900615,108000000,1.4367925656989552e-07
1,1,2,1,1,1,0.897363,2484000000,3.3046229011075974e-06
1,1,2,1,1,2,0.82256,27324000000,3.635085191218357e-05
1,1,2,1,2,0,0.825789,1242000000,1.6523114505537987e-06
1,1,2,1,2,1,0.822806,28566000000,3.800316336273737e-05
1,1,2,1,2,2,0.754217,314189884800,0.0004179867506467141
1,1,2,2,0,0,0.82876,51750000,6.884631043974161e-08
1,1,2,2,0,1,0.825767,1190250000,1.583465140114057e-06
1,1,2,2,0,2,0.756931,13092750000,1.7418116541254628e-05
1,1,2,2,1,0,0.825786,1242000000,1.6523114505537987e-06
1,1,2,2,1,1,0.822804,28566000000,3.800316336273737e-05
1,1,2,2,1,2,0.754215,314191389600,0.00041798875257768897
1,1,2,2,2,0,0.757175,14283000000,1.9001581681368684e-05
1,1,2,2,2,1,0.754441,328475962800,0.000436992427186895
1,1,2,2,2,2,0.691549,3611446862400,0.004804537040104757
1,2,0,0,0,1,0.90711,187500,2.4944315376717975e-10
1,2,0,0,0,2,0.831766,2250000,2.993317845206157e-09
1,2,0,0,1,0,0.907086,172500,2.2948770146580537e-10
1,2,0,0,1,1,0.903834,4312500,5.737192536645134e-09
1,2,0,0,1,2,0.828762,51750000,6.884631043974161e-08
1,2,0,0,2,0,0.83147,1897500,2.524364716123859e-09
1,2,0,0,2,1,0.828489,47437500,6.310911790309647e-08
1,2,0,0,2,2,0.759674,569250000,7.573094148371577e-07
1,2,0,1,0,0,0.907107,180000,2.3946542761649257e-10
1,2,0,1,0,1,0.903855,4500000,5.986635690412314e-09
1,2,0,1,0,2,0.828782,54000000,7.183962828494776e-08
1,2,0,1,1,0,0.903831,4140000,5.507704835179329e-09
1,2,0,1,1,1,0.900591,103500000,1.3769262087948322e-07
1,2,0,1,1,2,0.825789,1242000000,1.6523114505537987e-06
1,2,0,1,2,0,0.828487,45540000,6.058475318697261e-08
